r,r_pvalue,nrmse,rmse_mbar,peak_error,phase_error_s,exp_peak_mbar,sim_peak_mbar,n_points,time_range,probe,sim_file,label
-0.08717082251789712,1.2126640901311042e-217,0.12099920682201173,5.728027915442634,0.9682899650147188,2.10825,38.89877323,76.56406499999218,129999,0.50-7.00s,Press_2 [Pa],pressure_Press.csv,"Water Low (dp=0.004, 200Hz)"
