#RunName;Rcode-VersionInfo;DateTime;Np;TSimul;TSeg;TTotal;MemCpu;MemGpu;MemGpuCells;Steps;GPIPS;PhysicalTime;PartFiles;PartsOut;MaxParticles;MaxCells;Hardware;RunMode;Configuration;Nbound;Nfixed;Dp;H;PartsOutRho;PartsOutVel;VA-Init;NL-Limits;NL-PreSort;NL-RadixSort;NL-CellBegin;NL-SortData;NL-OutCheck;CF-PreForces;CF-PreMDBC;CF-Forces;SU-Shifting;SU-ComputeStep;SU-Floating;SU-Motion;SU-Periodic;SU-ResizeNp;SU-DownData;SU-SavePart;SU-Chrono;SU-Moorings;SU-InOut;SU-Gauges;SU-FlexStruc
AgentS02;set8znmx-DualSPHysics5 v5.4.355 (08-04-2025);06-03-2026 15:09:21;105,465;380.549042;38.054539;380.750641;9,549,450;19,924,812;249,640;73,702;;10.000096;51;0;105,465;2,704;Gpu_0?="NVIDIA GeForce RTX 4090";CellsFull - Pos-Cell - Single-GPU;AgentS02 - 3D - DBC - Symplectic - Wendland - Visco_Artificial(0.01b1) - DDT2(0.1) - RhopOut(700-1300);37,551;0;0.006000;0.012471;0;0;0.201596;38.5879;0.23471;28.8555;24.1256;23.3967;0;71.2531;0;163.996;0;18.7318;0;10.974;0;0;0.069383;0.125321;0;0;0;0.064531;0
