 ;Pos X/Y/Z [m]:;0.03;0.15;0.05;0.15;0.15;0.05;0.3;0.15;0.05;0.45;0.15;0.05;0.57;0.15;0.05
Part;Time [s];Vel_0.x [m/s];Vel_0.y [m/s];Vel_0.z [m/s];Vel_1.x [m/s];Vel_1.y [m/s];Vel_1.z [m/s];Vel_2.x [m/s];Vel_2.y [m/s];Vel_2.z [m/s];Vel_3.x [m/s];Vel_3.y [m/s];Vel_3.z [m/s];Vel_4.x [m/s];Vel_4.y [m/s];Vel_4.z [m/s]
25;5.00002;-0.0684498;-0.00119923;0.110153;-0.243144;-0.000773907;0.00206728;-0.145902;0.000270811;-0.0398089;-0.0549105;-0.000201199;-0.0297147;-0.00120835;-0.0029469;-0.00418078
26;5.20009;0.0744485;-0.00120279;-0.0562376;0.122446;-0.000153307;0.0206238;-0.0227596;-0.000345258;0.030719;-0.0333879;0.00113114;-0.0103099;0.0229173;-0.0011648;-0.0313178
27;5.4;0.0347769;0.00167478;-0.0556282;0.18355;-0.00282987;-0.0554448;0.259097;0.000586649;0.0226229;0.0985607;4.49565e-05;0.0375732;0.0328472;0.00171739;0.016819
28;5.60011;-0.00237232;-0.000617232;0.0115844;0.0524244;-0.000941214;-0.02955;0.175336;0.000521649;-0.053802;0.309183;0.000436534;0.00828432;0.0741701;-0.00253866;0.128284
29;5.80012;-0.015711;-0.00111872;-0.0309434;0.0387121;-0.00103966;-0.0103829;0.0484165;0.000177106;0.0138144;-0.0436887;-0.000226434;0.0213727;-0.0591644;-0.00267124;-0.0435366
30;6.00002;-0.0291846;-0.000568613;0.00313882;-0.0442;-0.00162811;0.018159;-0.203876;-8.41405e-05;0.0564895;-0.238039;-8.34627e-05;-0.0501507;-0.0434849;-0.00573874;-0.0743593
31;6.20005;-0.0697183;0.00197623;0.117592;-0.324856;-0.00151859;0.0387375;-0.215417;0.000119761;-0.0666592;-0.0598257;-0.000663499;-0.0296351;-0.00441579;4.16748e-05;0.0113715
32;6.40007;0.0185729;0.00263043;-0.0069859;-0.0368508;-0.00023946;0.0182905;-0.0606079;7.41169e-05;-0.000122086;-0.0330395;-0.00164968;-0.0135219;0.00658994;-0.000754341;-0.0304132
33;6.6001;0.0677441;0.00388028;-0.0932352;0.267852;-0.0014926;-0.0222035;0.135599;0.000180752;0.0689059;0.00941836;-0.000763999;0.00470007;0.0284081;0.00333492;-0.000663704
34;6.80006;0.0181229;0.00396646;-0.0085538;0.0816504;-0.00252069;-0.0403827;0.262273;-0.000292691;-0.0603791;0.277973;0.00145897;0.0627741;0.0557532;0.000886068;0.0784975
35;7.00002;-0.00121179;0.00121527;-0.0118069;0.0280171;-0.00206538;-0.0181531;0.0762778;0.000291992;-0.0172524;0.12452;-0.000146503;0.00428608;0.0212051;-0.00203054;0.033372
36;7.20005;-0.0294913;0.00526124;-0.00445864;0.015782;-0.00117518;-0.0014127;-0.0657824;-0.000175916;0.0594598;-0.248752;-0.000175324;-0.00247818;-0.0954368;-0.00384792;-0.0957874
37;7.40006;-0.0424921;-0.000532152;0.044183;-0.201488;-0.00516876;0.0634558;-0.288021;-2.16345e-06;-0.0305096;-0.116275;0.0023756;-0.0515154;-0.0298122;-0.00469203;-0.0411795
38;7.60007;-0.0681655;0.00251642;0.0897694;-0.214038;-0.000220585;-0.00576315;-0.0974591;-0.000250754;-0.0367717;-0.0215389;0.00260052;-0.0206863;-0.00626373;-0.00798507;-0.000741405
39;7.80003;0.0936352;0.00459199;-0.0862477;0.179092;-0.00144206;0.0196344;0.0176716;-0.000134324;0.041278;-0.0175637;-0.000694105;-0.000129954;0.0184017;-0.0063538;-0.0125132
40;8.00011;0.0334413;-0.00166919;-0.0589466;0.171302;-0.00597731;-0.0572025;0.28071;-0.000585387;0.0138401;0.129309;-0.000378024;0.045848;0.0298626;-0.00035979;0.0129907
41;8.2;0.0114638;0.00374958;0.0196953;0.0288653;-0.00252654;-0.0204125;0.138156;-0.000798647;-0.0538985;0.290641;0.000914208;0.0014791;0.0774419;0.00112897;0.12269
42;8.40003;-0.010426;-4.92315e-05;-0.0168631;0.0183815;-0.000849332;-0.00565036;0.0176591;0.000723916;0.0197874;-0.0871817;-0.000653754;0.0231576;-0.0707737;0.00543401;-0.0559834
43;8.60011;-0.0302307;0.00261746;0.00391852;-0.0673164;0.00156437;0.0208386;-0.229595;0.000106994;0.0524795;-0.219496;0.00105518;-0.0520723;-0.0451006;-0.00405958;-0.0632647
44;8.80005;-0.0692262;3.37544e-05;0.119751;-0.327985;-0.00467937;0.0267481;-0.186603;0.000175559;-0.065154;-0.0386976;0.000683675;-0.0250777;-0.0164036;0.00823732;0.0194487
45;9.0001;0.0241942;-0.00109869;-0.0210397;-0.0105049;5.68691e-05;0.0259683;-0.042543;0.00154802;0.00437813;-0.0200549;-0.000878933;-0.00997959;-0.00313984;-0.000169926;-0.0261119
46;9.2001;0.0606113;-0.00104985;-0.0783981;0.247825;-0.00378535;-0.0290242;0.148923;-0.000286881;0.0664249;0.0231241;-0.000870428;0.00526969;0.0228283;0.000905461;-0.00727725
47;9.40007;0.0223305;-0.00122165;0.00651412;0.0634743;0.000556445;-0.0329439;0.236354;0.000573292;-0.0582736;0.285366;-0.000374448;0.0494951;0.0561294;-0.000151097;0.0766924
48;9.60002;0.00810874;-0.00524359;-0.0143167;0.0200564;-0.0004605;-0.0159374;0.0655128;9.56497e-05;-0.015515;0.118383;-0.000661103;0.0147253;0.0179783;0.000961265;0.0316643
49;9.80004;-0.0236607;-0.00319092;7.02267e-05;0.00974556;0.000419953;-0.00188689;-0.0669638;0.000745946;0.0576327;-0.22061;-5.90546e-05;0.00139571;-0.0856107;-0.00665025;-0.0846489
50;10.0001;-0.0430782;-0.00148095;0.0398342;-0.194639;0.000159892;0.0547482;-0.265394;-0.000974001;-0.0256129;-0.0988458;-0.0001724;-0.0452213;-0.0315046;0.00511262;-0.0236684
