 ;PosX [m]:;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
 ;PosY [m]:;0.15;0.15;0.15;0.15;0.15;0.15;0.15;0.15;0.15;0.15;0.15;0.15;0.15;0.15;0.15;0.15;0.15;0.15;0.15;0.15
 ;PosZ [m]:;0;0.02;0.04;0.06;0.08;0.1;0.12;0.14;0.16;0.18;0.2;0.22;0.24;0.26;0.28;0.3;0.32;0.34;0.36;0.38
Part;Time [s];Press_0 [Pa];Press_1 [Pa];Press_2 [Pa];Press_3 [Pa];Press_4 [Pa];Press_5 [Pa];Press_6 [Pa];Press_7 [Pa];Press_8 [Pa];Press_9 [Pa];Press_10 [Pa];Press_11 [Pa];Press_12 [Pa];Press_13 [Pa];Press_14 [Pa];Press_15 [Pa];Press_16 [Pa];Press_17 [Pa];Press_18 [Pa];Press_19 [Pa]
8;0.800037;0;1761.72;1558.01;1371.94;1176.81;978.944;778.395;577.23;372.146;194.266;0;0;0;0;0;0;0;0;0;0
9;0.90004;0;1837.86;1628.08;1449.15;1257.77;1067.08;873.182;683.059;481.489;283.656;125.765;0;0;0;0;0;0;0;0;0
10;1.00001;0;1924.25;1706.6;1535.36;1344.46;1160.19;969.658;782.915;603.49;425.045;261.674;149.154;0;0;0;0;0;0;0;0
11;1.10005;0;1952.06;1751.5;1580.05;1385.38;1193.12;1004.07;813.461;635.323;457.851;294.941;140.681;0;0;0;0;0;0;0;0
12;1.20003;0;1925.05;1745.81;1557.62;1360.19;1166.81;979.048;792.898;605.925;419.094;301.843;119.601;0;0;0;0;0;0;0;0
13;1.30011;0;1795.67;1641.53;1451.59;1258.14;1063.38;873.244;682.127;494.636;315.509;169.794;0;0;0;0;0;0;0;0;0
14;1.40002;0;1734.11;1570.98;1379.05;1178.3;975.448;781.524;583.932;378.169;232.204;80.9801;0;0;0;0;0;0;0;0;0
15;1.50008;0;1685.43;1493.44;1306.61;1102.16;900.574;696.942;502.61;298.042;138.718;0;0;0;0;0;0;0;0;0;0
16;1.60002;0;1627.51;1413.76;1245.1;1049.47;844.522;645.41;453.561;266.539;114.04;0;0;0;0;0;0;0;0;0;0
17;1.70004;0;1564.83;1342.28;1184.13;999.333;802.137;607.347;415.315;243.579;99.0813;0;0;0;0;0;0;0;0;0;0
