time [s];swlx [m];swly [m];swlz [m];pos0x [m];pos0y [m];pos0z [m];pos2x [m];pos2y [m];pos2z [m]
2.680091;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
2.690100;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
2.700049;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
2.710021;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
2.720109;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
2.730007;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
2.740089;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
2.750056;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
2.760094;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
2.770026;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
2.780079;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
2.790111;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
2.800064;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
2.810042;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
2.820093;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
2.830020;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
2.840012;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
2.850033;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
2.860001;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
2.870005;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
2.880076;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
2.890067;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
2.900028;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
2.910028;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
2.920059;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
2.930070;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
2.940104;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
2.950004;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
2.960001;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
2.970055;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
2.980056;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
2.990074;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.000076;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.010077;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.020008;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.030078;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.040100;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.050103;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.060019;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.070077;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.080039;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.090045;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.100002;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.110010;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.120038;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.130065;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.140070;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.150073;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.160108;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.170087;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.180069;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.190056;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.200044;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.210043;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.220070;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.230072;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.240066;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.250031;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.260039;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.270091;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.280106;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.290089;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.300075;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.310061;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.320007;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.330044;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.340042;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.350088;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.360062;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.370061;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.380057;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.390036;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.400079;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.410087;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.420008;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.430064;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.440036;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.450094;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.460060;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.470058;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.480107;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.490095;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.500036;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.510078;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.520075;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.530060;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.540002;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.550036;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.560107;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.570027;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.580110;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.590052;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.600042;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.610052;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.620087;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.630015;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.640089;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.650035;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.660070;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.670088;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.680066;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.690060;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.700063;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.710018;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.720087;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.730063;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.740081;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.750098;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.760109;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.770041;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.780045;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.790078;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
